country,continent,year,gdp_pc,life_exp,pop,lgdp_pc
"Korea, Dem. Rep. ",Asia ,1997,1690.76,67.73,21585105,7.4329333
"Korea, Dem. Rep. ",Asia ,2002,1646.76,66.66,22215365,7.4065652
"Korea, Dem. Rep. ",Asia ,2007,1593.07,67.3,23301725,7.3734183
"Korea, Rep. ",Asia ,1952,1030.59,47.45,20947571,6.9378867
"Korea, Rep. ",Asia ,1957,1487.59,52.68,22611552,7.3049126
"Korea, Rep. ",Asia ,1962,1536.34,55.29,26420307,7.3371582
"Korea, Rep. ",Asia ,1967,2029.23,57.72,30131000,7.6154118
"Korea, Rep. ",Asia ,1972,3030.88,62.61,33505000,8.0166082
"Korea, Rep. ",Asia ,1977,4657.22,64.77,36436000,8.4461737
"Korea, Rep. ",Asia ,1982,5622.94,67.12,39326000,8.6346102
"Korea, Rep. ",Asia ,1987,8533.09,69.81,41622000,9.0517073
"Korea, Rep. ",Asia ,1992,12104.28,72.24,43805450,9.4013147
"Korea, Rep. ",Asia ,1997,15993.53,74.65,46173816,9.6799393
"Korea, Rep. ",Asia ,2002,19233.99,77.05,47969150,9.8644342
"Korea, Rep. ",Asia ,2007,23348.14,78.62,49044790,10.058272
Kuwait ,Asia ,1952,108382.35,55.57,160000,11.593421
Kuwait ,Asia ,1957,113523.13,58.03,212846,11.639762
Kuwait ,Asia ,1962,95458.11,60.47,358266,11.466443
Kuwait ,Asia ,1967,80894.88,64.62,575003,11.300906
Kuwait ,Asia ,1972,109347.87,67.71,841934,11.602289
Kuwait ,Asia ,1977,59265.48,69.34,1140357,10.989782
Kuwait ,Asia ,1982,31354.04,71.31,1497494,10.353099
Kuwait ,Asia ,1987,28118.43,74.17,1891487,10.244181
Kuwait ,Asia ,1992,34932.92,75.19,1418095,10.461185
Kuwait ,Asia ,1997,40300.62,76.16,1765345,10.604122
Kuwait ,Asia ,2002,35110.11,76.9,2111561,10.466245
Kuwait ,Asia ,2007,47306.99,77.59,2505559,10.764413
Lebanon ,Asia ,1952,4834.8,55.93,1439529,8.4835949
Lebanon ,Asia ,1957,6089.79,59.49,1647412,8.7143688
Lebanon ,Asia ,1962,5714.56,62.09,1886848,8.650773
Lebanon ,Asia ,1967,6006.98,63.87,2186894,8.7006779
Lebanon ,Asia ,1972,7486.38,65.42,2680018,8.9208403
Lebanon ,Asia ,1977,8659.7,66.1,3115787,9.0664358
Lebanon ,Asia ,1982,7640.52,66.98,3086876,8.9412212
Lebanon ,Asia ,1987,5377.09,67.93,3089353,8.5899029
Lebanon ,Asia ,1992,6890.81,69.29,3219994,8.837944
Lebanon ,Asia ,1997,8754.96,70.27,3430388,9.0773754
Lebanon ,Asia ,2002,9313.94,71.03,3677780,9.1392679
Lebanon ,Asia ,2007,10461.06,71.99,3921278,9.255415
Lesotho ,Africa ,1952,298.85,42.14,748747,5.6999416
Lesotho ,Africa ,1957,336,45.05,813338,5.817111
Lesotho ,Africa ,1962,411.8,47.75,893143,6.0205379
Lesotho ,Africa ,1967,498.64,48.49,996380,6.2118845
Lesotho ,Africa ,1972,496.58,49.77,1116779,6.2077446
Lesotho ,Africa ,1977,745.37,52.21,1251524,6.6138806
Lesotho ,Africa ,1982,797.26,55.08,1411807,6.681181
Lesotho ,Africa ,1987,773.99,57.18,1599200,6.6515589
Lesotho ,Africa ,1992,977.49,59.69,1803195,6.8849878
Lesotho ,Africa ,1997,1186.15,55.56,1982823,7.0784678
Lesotho ,Africa ,2002,1275.18,44.59,2046772,7.1508427
Lesotho ,Africa ,2007,1569.33,42.59,2012649,7.3584042
Liberia ,Africa ,1952,575.57,38.48,863308,6.355361
Liberia ,Africa ,1957,620.97,39.49,975950,6.431283
Liberia ,Africa ,1962,634.2,40.5,1112796,6.4523644
Liberia ,Africa ,1967,713.6,41.54,1279406,6.5703225
Liberia ,Africa ,1972,803.01,42.61,1482628,6.6883674
Liberia ,Africa ,1977,640.32,43.76,1703617,6.4619679
Liberia ,Africa ,1982,572.2,44.85,1956875,6.3494887
Liberia ,Africa ,1987,506.11,46.03,2269414,6.2267542
Liberia ,Africa ,1992,636.62,40.8,1912974,6.4561729
Liberia ,Africa ,1997,609.17,42.22,2200725,6.4120975
Liberia ,Africa ,2002,531.48,43.75,2814651,6.2756658
Liberia ,Africa ,2007,414.51,45.68,3193942,6.0270972
Libya ,Africa ,1952,2387.55,42.72,1019729,7.7780232
Libya ,Africa ,1957,3448.28,45.29,1201578,8.1456308
Libya ,Africa ,1962,6757.03,47.81,1441863,8.8183384
Libya ,Africa ,1967,18772.75,50.23,1759224,9.8401613
Libya ,Africa ,1972,21011.5,52.77,2183877,9.9528255
Libya ,Africa ,1977,21951.21,57.44,2721783,9.9965773
Libya ,Africa ,1982,17364.28,62.16,3344074,9.7621708
Libya ,Africa ,1987,11770.59,66.23,3799845,9.3733597
Libya ,Africa ,1992,9640.14,68.76,4364501,9.1736908
Libya ,Africa ,1997,9467.45,71.56,4759670,9.1556149
Libya ,Africa ,2002,9534.68,72.74,5368585,9.1626911
Libya ,Africa ,2007,12057.5,73.95,6036914,9.3974419
Madagascar ,Africa ,1952,1443.01,36.68,4762912,7.2744865
Madagascar ,Africa ,1957,1589.2,38.87,5181679,7.370986
Madagascar ,Africa ,1962,1643.39,40.85,5703324,7.4045167
Madagascar ,Africa ,1967,1634.05,42.88,6334556,7.3988171
Madagascar ,Africa ,1972,1748.56,44.85,7082430,7.466548
Madagascar ,Africa ,1977,1544.23,46.88,8007166,7.3422809
Madagascar ,Africa ,1982,1302.88,48.97,9171477,7.1723323
Madagascar ,Africa ,1987,1155.44,49.35,10568642,7.0522366
Madagascar ,Africa ,1992,1040.68,52.21,12210395,6.9476295
Madagascar ,Africa ,1997,986.3,54.98,14165114,6.8939605
Madagascar ,Africa ,2002,894.64,57.29,16473477,6.7964215
Madagascar ,Africa ,2007,1044.77,59.44,19167654,6.9515519
Malawi ,Africa ,1952,369.17,36.26,2917802,5.9112573
Malawi ,Africa ,1957,416.37,37.21,3221238,6.0315742
Malawi ,Africa ,1962,427.9,38.41,3628608,6.0588894
Malawi ,Africa ,1967,495.51,39.49,4147252,6.2055874
Malawi ,Africa ,1972,584.62,41.77,4730997,6.3709621
Malawi ,Africa ,1977,663.22,43.77,5637246,6.4971066
Malawi ,Africa ,1982,632.8,45.64,6502825,6.4501543
Malawi ,Africa ,1987,635.52,47.46,7824747,6.4544435
Malawi ,Africa ,1992,563.2,49.42,10014249,6.3336349
Malawi ,Africa ,1997,692.28,47.5,10419991,6.5399904
Malawi ,Africa ,2002,665.42,45.01,11824495,6.5004182
Malawi ,Africa ,2007,759.35,48.3,13327079,6.632463
Malaysia ,Asia ,1952,1831.13,48.46,6748378,7.5126886
Malaysia ,Asia ,1957,1810.07,52.1,7739235,7.5011206
Malaysia ,Asia ,1962,2036.88,55.74,8906385,7.6191745
Malaysia ,Asia ,1967,2277.74,59.37,10154878,7.7309389
Malaysia ,Asia ,1972,2849.09,63.01,11441462,7.9547548
Malaysia ,Asia ,1977,3827.92,65.26,12845381,8.2500772
Malaysia ,Asia ,1982,4920.36,68,14441916,8.5011368
Malaysia ,Asia ,1987,5249.8,69.5,16331785,8.5659456
Malaysia ,Asia ,1992,7277.91,70.69,18319502,8.8925991
Malaysia ,Asia ,1997,10132.91,71.94,20476091,9.2235441
Malaysia ,Asia ,2002,10206.98,73.04,22662365,9.2308273
Malaysia ,Asia ,2007,12451.66,74.24,24821286,9.4296093
Mali ,Africa ,1952,452.34,33.69,3838168,6.1144342
Mali ,Africa ,1957,490.38,35.31,4241884,6.1951804
Mali ,Africa ,1962,496.17,36.94,4690372,6.2069187
Mali ,Africa ,1967,545.01,38.49,5212416,6.3008041
Mali ,Africa ,1972,581.37,39.98,5828158,6.3653874
Mali ,Africa ,1977,686.4,41.71,6491649,6.5314608
Mali ,Africa ,1982,618.01,43.92,6998256,6.4265046
Mali ,Africa ,1987,684.17,46.36,7634008,6.5282063
Mali ,Africa ,1992,739.01,48.39,8416215,6.6053114
Mali ,Africa ,1997,790.26,49.9,9384984,6.6723619
Mali ,Africa ,2002,951.41,51.82,10580176,6.857945
Mali ,Africa ,2007,1042.58,54.47,12031795,6.9494538
Mauritania ,Africa ,1952,743.12,40.54,1022556,6.6108575
Mauritania ,Africa ,1957,846.12,42.34,1076852,6.7406611
Mauritania ,Africa ,1962,1055.9,44.25,1146757,6.9621487
Mauritania ,Africa ,1967,1421.15,46.29,1230542,7.2592216
Mauritania ,Africa ,1972,1586.85,48.44,1332786,7.3695064
Mauritania ,Africa ,1977,1497.49,50.85,1456688,7.3115458
Mauritania ,Africa ,1982,1481.15,53.6,1622136,7.3005743
Mauritania ,Africa ,1987,1421.6,56.15,1841240,7.2595382
Mauritania ,Africa ,1992,1361.37,58.33,2119465,7.2162466
Mauritania ,Africa ,1997,1483.14,60.43,2444741,7.3019166
Mauritania ,Africa ,2002,1579.02,62.25,2828858,7.3645597
Mauritania ,Africa ,2007,1803.15,64.16,3270065,7.4972906
Mauritius ,Africa ,1952,1967.96,50.99,516556,7.5847526
Mauritius ,Africa ,1957,2034.04,58.09,609816,7.6177793
Mauritius ,Africa ,1962,2529.07,60.25,701016,7.8356071
Mauritius ,Africa ,1967,2475.39,61.56,789309,7.8141532
Mauritius ,Africa ,1972,2575.48,62.94,851334,7.8537912
Mauritius ,Africa ,1977,3710.98,64.93,913025,8.2190514
Mauritius ,Africa ,1982,3688.04,66.71,992040,8.2128506
Mauritius ,Africa ,1987,4783.59,68.74,1042663,8.4729462
Mauritius ,Africa ,1992,6058.25,69.75,1096202,8.7091761
Mauritius ,Africa ,1997,7425.71,70.74,1149818,8.9127035
Mauritius ,Africa ,2002,9021.82,71.95,1200206,9.1074009
Mauritius ,Africa ,2007,10956.99,72.8,1250882,9.301733
Mexico ,Americas ,1952,3478.13,50.79,30144317,8.1542501
Mexico ,Americas ,1957,4131.55,55.19,35015548,8.3264084
Mexico ,Americas ,1962,4581.61,58.3,41121485,8.4298058
Mexico ,Americas ,1967,5754.73,60.11,47995559,8.6577778
Mexico ,Americas ,1972,6809.41,62.36,55984294,8.8260603
Mexico ,Americas ,1977,7674.93,65.03,63759976,8.945714
Mexico ,Americas ,1982,9611.15,67.41,71640904,9.1706791
Mexico ,Americas ,1987,8688.16,69.5,80122492,9.0697165
Mexico ,Americas ,1992,9472.38,71.46,88111030,9.1561356
Mexico ,Americas ,1997,9767.3,73.67,95895146,9.1867952
Mexico ,Americas ,2002,10742.44,74.9,102479927,9.2819576
Mexico ,Americas ,2007,11977.57,76.2,108700891,9.3907909
Mongolia ,Asia ,1952,786.57,42.24,800663,6.6676817
Mongolia ,Asia ,1957,912.66,45.25,882134,6.8163633
Mongolia ,Asia ,1962,1056.35,48.25,1010280,6.962575
Mongolia ,Asia ,1967,1226.04,51.25,1149500,7.1115446
Mongolia ,Asia ,1972,1421.74,53.75,1320500,7.2596369
Mongolia ,Asia ,1977,1647.51,55.49,1528000,7.4070206
Mongolia ,Asia ,1982,2000.6,57.49,1756032,7.6012025
Mongolia ,Asia ,1987,2338.01,60.22,2015133,7.7570553
Mongolia ,Asia ,1992,1785.4,61.27,2312802,7.4873977
Mongolia ,Asia ,1997,1902.25,63.63,2494803,7.5507927
Mongolia ,Asia ,2002,2140.74,65.03,2674234,7.6689067
Mongolia ,Asia ,2007,3095.77,66.8,2874127,8.0377922
Montenegro ,Europe ,1952,2647.59,59.16,413834,7.8814049
Montenegro ,Europe ,1957,3682.26,61.45,442829,8.2112818
Montenegro ,Europe ,1962,4649.59,63.73,474528,8.4445343
Montenegro ,Europe ,1967,5907.85,67.18,501035,8.6840372
Montenegro ,Europe ,1972,7778.41,70.64,527678,8.9591074
Montenegro ,Europe ,1977,9595.93,73.07,560073,9.1690941
Montenegro ,Europe ,1982,11222.59,74.1,562548,9.3256836
Montenegro ,Europe ,1987,11732.51,74.87,569473,9.3701191
Montenegro ,Europe ,1992,7003.34,75.44,621621,8.8541422
Montenegro ,Europe ,1997,6465.61,75.45,692651,8.7742529
Montenegro ,Europe ,2002,6557.19,73.98,720230,8.7883177
Montenegro ,Europe ,2007,9253.9,74.54,684736,9.1328001
Morocco ,Africa ,1952,1688.2,42.87,9939217,7.4314179
Morocco ,Africa ,1957,1642,45.42,11406350,7.4036703
Morocco ,Africa ,1962,1566.35,47.92,13056604,7.3565035
Morocco ,Africa ,1967,1711.04,50.34,14770296,7.4448566
Morocco ,Africa ,1972,1930.19,52.86,16660670,7.5653739
Morocco ,Africa ,1977,2370.62,55.73,18396941,7.7709069
Morocco ,Africa ,1982,2702.62,59.65,20198730,7.9019771
Morocco ,Africa ,1987,2755.05,62.68,22987397,7.9211907
Morocco ,Africa ,1992,2948.05,65.39,25798239,7.9888992
Morocco ,Africa ,1997,2982.1,67.66,28529501,8.0003834
Morocco ,Africa ,2002,3258.5,69.62,31167783,8.0890226
Morocco ,Africa ,2007,3820.18,71.16,33757175,8.2480526
Mozambique ,Africa ,1952,468.53,31.29,6446316,6.1496
Mozambique ,Africa ,1957,495.59,33.78,7038035,6.205749
Mozambique ,Africa ,1962,556.69,36.16,7788944,6.3220086
Mozambique ,Africa ,1967,566.67,38.11,8680909,6.339777
Mozambique ,Africa ,1972,724.92,40.33,9809596,6.5860615
Mozambique ,Africa ,1977,502.32,42.5,11127868,6.2192373
Mozambique ,Africa ,1982,462.21,42.8,12587223,6.1360192
Mozambique ,Africa ,1987,389.88,42.86,12891952,5.9658389
Mozambique ,Africa ,1992,410.9,44.28,13160731,6.0183496
Mozambique ,Africa ,1997,472.35,46.34,16603334,6.1577201
Mozambique ,Africa ,2002,633.62,44.03,18473780,6.4514494
Mozambique ,Africa ,2007,823.69,42.08,19951656,6.7137942
Myanmar ,Asia ,1952,331,36.32,20092996,5.8021183
Myanmar ,Asia ,1957,350,41.91,21731844,5.857933
Myanmar ,Asia ,1962,388,45.11,23634436,5.9610052
Myanmar ,Asia ,1967,349,49.38,25870271,5.855072
Myanmar ,Asia ,1972,357,53.07,28466390,5.8777356
Myanmar ,Asia ,1977,371,56.06,31528087,5.9162021
Myanmar ,Asia ,1982,424,58.06,34680442,6.0497336
Myanmar ,Asia ,1987,385,58.34,38028578,5.9532433
Myanmar ,Asia ,1992,347,59.32,40546538,5.8493247
Myanmar ,Asia ,1997,415,60.33,43247867,6.0282784
Myanmar ,Asia ,2002,611,59.91,45598081,6.4150968
Myanmar ,Asia ,2007,944,62.07,47761980,6.8501263
Namibia ,Africa ,1952,2423.78,41.73,485831,7.7930837
Namibia ,Africa ,1957,2621.45,45.23,548080,7.8714828
Namibia ,Africa ,1962,3173.22,48.39,621392,8.0625019
Namibia ,Africa ,1967,3793.69,51.16,706640,8.2410946
Namibia ,Africa ,1972,3746.08,53.87,821782,8.2284651
Namibia ,Africa ,1977,3876.49,56.44,977026,8.2626858
Namibia ,Africa ,1982,4191.1,58.97,1099010,8.3407183
Namibia ,Africa ,1987,3693.73,60.84,1278184,8.2143917
Namibia ,Africa ,1992,3804.54,62,1554253,8.2439508
Namibia ,Africa ,1997,3899.52,58.91,1774766,8.268609
Namibia ,Africa ,2002,4072.32,51.48,1972153,8.3119678
Namibia ,Africa ,2007,4811.06,52.91,2055080,8.478673
Nepal ,Asia ,1952,545.87,36.16,9182536,6.302381
Nepal ,Asia ,1957,597.94,37.69,9682338,6.3934903
Nepal ,Asia ,1962,652.4,39.39,10332057,6.4806581
Nepal ,Asia ,1967,676.44,41.47,11261690,6.5168438
Nepal ,Asia ,1972,674.79,43.97,12412593,6.5144014
Nepal ,Asia ,1977,694.11,46.75,13933198,6.5426307
Nepal ,Asia ,1982,718.37,49.59,15796314,6.5769849
Nepal ,Asia ,1987,775.63,52.54,17917180,6.6536756
Nepal ,Asia ,1992,897.74,55.73,20326209,6.7998805
Nepal ,Asia ,1997,1010.89,59.43,23001113,6.9185863
Nepal ,Asia ,2002,1057.21,61.34,25873917,6.9633884
Nepal ,Asia ,2007,1091.36,63.79,28901790,6.9951801
Netherlands ,Europe ,1952,8941.57,72.13,10381988,9.0984669
Netherlands ,Europe ,1957,11276.19,72.99,11026383,9.3304491
Netherlands ,Europe ,1962,12790.85,73.23,11805689,9.4564857
Netherlands ,Europe ,1967,15363.25,73.82,12596822,9.6397333
Netherlands ,Europe ,1972,18794.75,73.75,13329874,9.8413324
Netherlands ,Europe ,1977,21209.06,75.24,13852989,9.962184
Netherlands ,Europe ,1982,21399.46,76.05,14310401,9.9711208
Netherlands ,Europe ,1987,23651.32,76.83,14665278,10.071175
Netherlands ,Europe ,1992,26790.95,77.42,15174244,10.19582
Netherlands ,Europe ,1997,30246.13,78.03,15604464,10.317123
Netherlands ,Europe ,2002,33724.76,78.53,16122830,10.425987
Netherlands ,Europe ,2007,36797.93,79.76,16570613,10.513197
New Zealand ,Oceania ,1952,10556.58,69.39,1994794,9.2645044
New Zealand ,Oceania ,1957,12247.4,70.26,2229407,9.4130688
New Zealand ,Oceania ,1962,13175.68,71.24,2488550,9.4861279
New Zealand ,Oceania ,1967,14463.92,71.52,2728150,9.5794125
New Zealand ,Oceania ,1972,16046.04,71.89,2929100,9.683217
New Zealand ,Oceania ,1977,16233.72,72.22,3164900,9.6948462
New Zealand ,Oceania ,1982,17632.41,73.84,3210650,9.7774944
New Zealand ,Oceania ,1987,19007.19,74.32,3317166,9.8525724
New Zealand ,Oceania ,1992,18363.32,76.33,3437674,9.8181105
New Zealand ,Oceania ,1997,21050.41,77.55,3676187,9.9546757
New Zealand ,Oceania ,2002,23189.8,79.11,3908037,10.051468
New Zealand ,Oceania ,2007,25185.01,80.2,4115771,10.134005
Nicaragua ,Americas ,1952,3112.36,42.31,1165790,8.0431366
Nicaragua ,Americas ,1957,3457.42,45.43,1358828,8.1482782
Nicaragua ,Americas ,1962,3634.36,48.63,1590597,8.1981888
Nicaragua ,Americas ,1967,4643.39,51.88,1865490,8.4432001
Nicaragua ,Americas ,1972,4688.59,55.15,2182908,8.4528875
Nicaragua ,Americas ,1977,5486.37,57.47,2554598,8.6100225
Nicaragua ,Americas ,1982,3470.34,59.3,2979423,8.1520081
Nicaragua ,Americas ,1987,2955.98,62.01,3344353,7.9915857
Nicaragua ,Americas ,1992,2170.15,65.84,4017939,7.6825514
Nicaragua ,Americas ,1997,2253.02,68.43,4609572,7.720027
Nicaragua ,Americas ,2002,2474.55,70.84,5146848,7.8138137
Nicaragua ,Americas ,2007,2749.32,72.9,5675356,7.9191089
Niger ,Africa ,1952,761.88,37.44,3379468,6.6357889
Niger ,Africa ,1957,835.52,38.6,3692184,6.7280545
Niger ,Africa ,1962,997.77,39.49,4076008,6.9055228
Niger ,Africa ,1967,1054.38,40.12,4534062,6.9607081
Niger ,Africa ,1972,954.21,40.55,5060262,6.8608837
Niger ,Africa ,1977,808.9,41.29,5682086,6.6956754
Niger ,Africa ,1982,909.72,42.6,6437188,6.8131371
Niger ,Africa ,1987,668.3,44.56,7332638,6.5047374
Niger ,Africa ,1992,581.18,47.39,8392818,6.3650603
Niger ,Africa ,1997,580.31,51.31,9666252,6.3635626
Niger ,Africa ,2002,601.07,54.5,11140655,6.3987112
Niger ,Africa ,2007,619.68,56.87,12894865,6.429203
Nigeria ,Africa ,1952,1077.28,36.32,33119096,6.9821944
Nigeria ,Africa ,1957,1100.59,37.8,37173340,7.0036016
Nigeria ,Africa ,1962,1150.93,39.36,41871351,7.0483255
Nigeria ,Africa ,1967,1014.51,41.04,47287752,6.9221611
Nigeria ,Africa ,1972,1698.39,42.82,53740085,7.4374361
Nigeria ,Africa ,1977,1981.95,44.51,62209173,7.5918365
Nigeria ,Africa ,1982,1576.97,45.83,73039376,7.3632607
Nigeria ,Africa ,1987,1385.03,46.89,81551520,7.2334771
Nigeria ,Africa ,1992,1619.85,47.47,93364244,7.390089
Nigeria ,Africa ,1997,1624.94,47.46,106207839,7.3932261
Nigeria ,Africa ,2002,1615.29,46.61,119901274,7.38727
Nigeria ,Africa ,2007,2013.98,46.86,135031164,7.6078682
Norway ,Europe ,1952,10095.42,72.67,3327728,9.2198372
Norway ,Europe ,1957,11653.97,73.44,3491938,9.3634024
Norway ,Europe ,1962,13450.4,73.47,3638919,9.5067644
Norway ,Europe ,1967,16361.88,74.08,3786019,9.7027092
Norway ,Europe ,1972,18965.06,74.34,3933004,9.8503532
Norway ,Europe ,1977,23311.35,75.37,4043205,10.056696
Norway ,Europe ,1982,26298.64,75.97,4114787,10.177273
Norway ,Europe ,1987,31540.97,75.89,4186147,10.359042
Norway ,Europe ,1992,33965.66,77.32,4286357,10.433105
Norway ,Europe ,1997,41283.16,78.32,4405672,10.62821
Norway ,Europe ,2002,44683.98,79.05,4535591,10.707371
Norway ,Europe ,2007,49357.19,80.2,4627926,10.806839
Oman ,Asia ,1952,1828.23,37.58,507833,7.5111036
Oman ,Asia ,1957,2242.75,40.08,561977,7.7154579
Oman ,Asia ,1962,2924.64,43.17,628164,7.9809265
Oman ,Asia ,1967,4720.94,46.99,714775,8.4597635
Oman ,Asia ,1972,10618.04,52.14,829050,9.2703094
Oman ,Asia ,1977,11848.34,57.37,1004533,9.3799429
Oman ,Asia ,1982,12954.79,62.73,1301048,9.4692211
Oman ,Asia ,1987,18115.22,67.73,1593882,9.8045082
Oman ,Asia ,1992,18616.71,71.2,1915208,9.8318148
Oman ,Asia ,1997,19702.06,72.5,2283635,9.8884783
Oman ,Asia ,2002,19774.84,74.19,2713462,9.8921661
Oman ,Asia ,2007,22316.19,75.64,3204897,10.013067
Pakistan ,Asia ,1952,684.6,43.44,41346560,6.5288348
Pakistan ,Asia ,1957,747.08,45.56,46679944,6.6161723
Pakistan ,Asia ,1962,803.34,47.67,53100671,6.6887779
Pakistan ,Asia ,1967,942.41,49.8,60641899,6.8484406
Pakistan ,Asia ,1972,1049.94,51.93,69325921,6.9564881
Pakistan ,Asia ,1977,1175.92,54.04,78152686,7.0698061
Pakistan ,Asia ,1982,1443.43,56.16,91462088,7.2747774
Pakistan ,Asia ,1987,1704.69,58.25,105186881,7.4411387
Pakistan ,Asia ,1992,1971.83,60.84,120065004,7.5867171
Pakistan ,Asia ,1997,2049.35,61.82,135564834,7.625278
Pakistan ,Asia ,2002,2092.71,63.61,153403524,7.646215
Pakistan ,Asia ,2007,2605.95,65.48,169270617,7.8655524
Panama ,Americas ,1952,2480.38,55.19,940080,7.8161669
Panama ,Americas ,1957,2961.8,59.2,1063506,7.9935527
Panama ,Americas ,1962,3536.54,61.82,1215725,8.1709042
Panama ,Americas ,1967,4421.01,64.07,1405486,8.3941231
Panama ,Americas ,1972,5364.25,66.22,1616384,8.587512
Panama ,Americas ,1977,5351.91,68.68,1839782,8.5852089
Panama ,Americas ,1982,7009.6,70.47,2036305,8.8550358
Panama ,Americas ,1987,7034.78,71.52,2253639,8.8586216
Panama ,Americas ,1992,6618.74,72.46,2484997,8.7976599
Panama ,Americas ,1997,7113.69,73.74,2734531,8.8697767
Panama ,Americas ,2002,7356.03,74.71,2990875,8.9032755
Panama ,Americas ,2007,9809.19,75.54,3242173,9.1910753
Paraguay ,Americas ,1952,1952.31,62.65,1555876,7.5767684
Paraguay ,Americas ,1957,2046.15,63.2,1770902,7.6237154
Paraguay ,Americas ,1962,2148.03,64.36,2009813,7.6723065
Paraguay ,Americas ,1967,2299.38,64.95,2287985,7.7403946
Paraguay ,Americas ,1972,2523.34,65.82,2614104,7.8333387
Paraguay ,Americas ,1977,3248.37,66.35,2984494,8.0859089
Paraguay ,Americas ,1982,4258.5,66.87,3366439,8.3566723
Paraguay ,Americas ,1987,3998.88,67.38,3886512,8.2937698
Paraguay ,Americas ,1992,4196.41,68.23,4483945,8.3419847
Paraguay ,Americas ,1997,4247.4,69.4,5154123,8.3540621
Paraguay ,Americas ,2002,3783.67,70.76,5884491,8.2384501
Paraguay ,Americas ,2007,4172.84,71.75,6667147,8.3363523
Peru ,Americas ,1952,3758.52,43.9,8025700,8.231781
Peru ,Americas ,1957,4245.26,46.26,9146100,8.3535585
Peru ,Americas ,1962,4957.04,49.1,10516500,8.508564
Peru ,Americas ,1967,5788.09,51.45,12132200,8.663558
Peru ,Americas ,1972,5937.83,55.45,13954700,8.6890993
Peru ,Americas ,1977,6281.29,58.45,15990099,8.7453308
Peru ,Americas ,1982,6434.5,61.41,18125129,8.7694292
Peru ,Americas ,1987,6360.94,64.13,20195924,8.7579317
Peru ,Americas ,1992,4446.38,66.46,22430449,8.3998451
Peru ,Americas ,1997,5838.35,68.39,24748122,8.6722031
Peru ,Americas ,2002,5909.02,69.91,26769436,8.6842356
Peru ,Americas ,2007,7408.91,71.42,28674757,8.9104385
Philippines ,Asia ,1952,1272.88,47.75,22438691,7.1490374
Philippines ,Asia ,1957,1547.94,51.33,26072194,7.3446803
Philippines ,Asia ,1962,1649.55,54.76,30325264,7.408258
Philippines ,Asia ,1967,1814.13,56.39,35356600,7.5033612
Philippines ,Asia ,1972,1989.37,58.07,40850141,7.5955734
Philippines ,Asia ,1977,2373.2,60.06,46850962,7.7719946
Philippines ,Asia ,1982,2603.27,62.08,53456774,7.8645234
Philippines ,Asia ,1987,2189.63,64.15,60017788,7.6914878
Philippines ,Asia ,1992,2279.32,66.46,67185766,7.7316322
Philippines ,Asia ,1997,2536.53,68.56,75012988,7.8385525
Philippines ,Asia ,2002,2650.92,70.3,82995088,7.8826618
Philippines ,Asia ,2007,3190.48,71.69,91077287,8.0679264
Poland ,Europe ,1952,4029.33,61.31,25730551,8.3013554
Poland ,Europe ,1957,4734.25,65.77,28235346,8.4625788
Poland ,Europe ,1962,5338.75,67.64,30329617,8.5827465
Poland ,Europe ,1967,6557.15,69.61,31785378,8.788311
Poland ,Europe ,1972,8006.51,70.85,33039545,8.9880104
Poland ,Europe ,1977,9508.14,70.67,34621254,9.1599035
Poland ,Europe ,1982,8451.53,71.32,36227381,9.0421028
Poland ,Europe ,1987,9082.35,70.98,37740710,9.1140881
Poland ,Europe ,1992,7738.88,70.99,38370697,8.9540119
Poland ,Europe ,1997,10159.58,72.75,38654957,9.2261724
Poland ,Europe ,2002,12002.24,74.67,38625976,9.392849
Poland ,Europe ,2007,15389.92,75.56,38518241,9.641468
Portugal ,Europe ,1952,3068.32,59.82,8526050,8.0288858
Portugal ,Europe ,1957,3774.57,61.51,8817650,8.236042
Portugal ,Europe ,1962,4727.95,64.39,9019800,8.4612474
Portugal ,Europe ,1967,6361.52,66.6,9103000,8.7580223
Portugal ,Europe ,1972,9022.25,69.26,8970450,9.1074486
Portugal ,Europe ,1977,10172.49,70.41,9662600,9.2274427
Portugal ,Europe ,1982,11753.84,72.77,9859650,9.3719349
Portugal ,Europe ,1987,13039.31,74.06,9915289,9.4757242
Portugal ,Europe ,1992,16207.27,74.86,9927680,9.6932154
Portugal ,Europe ,1997,17641.03,75.97,10156415,9.7779827
Portugal ,Europe ,2002,19970.91,77.29,10433867,9.9020319
Portugal ,Europe ,2007,20509.65,78.1,10642836,9.9286509
Puerto Rico ,Americas ,1952,3081.96,64.28,2227000,8.0333214
Puerto Rico ,Americas ,1957,3907.16,68.54,2260000,8.270566
Puerto Rico ,Americas ,1962,5108.34,69.62,2448046,8.5386295
Puerto Rico ,Americas ,1967,6929.28,71.1,2648961,8.8435116
Puerto Rico ,Americas ,1972,9123.04,72.16,2847132,9.1185579
Puerto Rico ,Americas ,1977,9770.52,73.44,3080828,9.1871252
Puerto Rico ,Americas ,1982,10330.99,73.75,3279001,9.2429037
Puerto Rico ,Americas ,1987,12281.34,74.63,3444468,9.4158363
Puerto Rico ,Americas ,1992,14641.59,73.91,3585176,9.5916214
Puerto Rico ,Americas ,1997,16999.43,74.92,3759430,9.7409353
Puerto Rico ,Americas ,2002,18855.61,77.78,3859606,9.8445654
